1.659783,-0.652035,-0.190502,-0.255132,0.089700,-0.344037,0.496188,0.366477,0.260180,-1.110136,0.099017,0.203465,0.134023,-0.310044,0.736581,0.650646,-0.953018,-0.151025,0.236132,0.012041,-0.573735,0.908202,-0.473968,-0.372446,-0.879722
-0.652035,1.402677,0.196096,0.356231,-0.138050,0.504929,-0.304302,-0.340488,-0.417598,1.130427,-0.023681,-0.222644,-0.052708,0.295186,-0.592088,-0.622377,1.192153,0.176337,-0.112955,-0.057781,0.584892,-0.502848,0.065224,0.058929,0.706842
-0.190502,0.196096,0.905163,0.111192,-0.119419,0.083734,-0.050960,-0.096269,-0.194645,0.365508,0.076907,-0.212620,-0.151319,0.117818,-0.138248,-0.475315,0.282812,0.053022,-0.069228,-0.228120,0.142453,-0.121209,-0.154942,0.201613,0.229255
-0.255132,0.356231,0.111192,1.257679,-0.358429,0.159427,-0.103736,-0.309034,-0.693347,0.589142,0.106210,-0.261534,0.007338,0.286748,-0.282008,-0.433848,0.551811,0.442430,0.022186,-0.104776,0.315831,-0.209238,-0.147574,-0.294595,0.660105
0.089700,-0.138050,-0.119419,-0.358429,0.959269,-0.044917,-0.082741,0.101689,0.211256,-0.251172,-0.361673,0.458740,0.012800,-0.064547,0.038112,0.287180,-0.213019,-0.128836,-0.046697,0.211805,-0.095569,0.009895,0.055958,0.085701,-0.246162
-0.344037,0.504929,0.083734,0.159427,-0.044917,0.878745,-0.256342,-0.177868,-0.202097,0.482861,-0.051630,-0.087082,-0.025699,0.200431,-0.536123,-0.268868,0.504785,0.084058,-0.086890,-0.006027,0.343437,-0.378531,0.043678,0.051554,0.323504
0.496188,-0.304302,-0.050960,-0.103736,-0.082741,-0.256342,1.149388,0.186506,0.168382,-0.429182,0.346981,0.008148,0.033316,-0.249149,0.747971,0.221368,-0.425686,-0.068970,0.147524,-0.097840,-0.389350,0.811561,-0.114216,-0.121251,-0.317118
0.366477,-0.340488,-0.096269,-0.309034,0.101689,-0.177868,0.186506,0.932437,0.250985,-0.500420,0.009265,0.132682,0.026279,-0.173108,0.377101,0.343300,-0.545001,-0.281469,0.044274,0.035780,-0.518589,0.303820,-0.034018,0.027331,-0.550277
0.260180,-0.417598,-0.194645,-0.693347,0.211256,-0.202097,0.168382,0.250985,1.315859,-0.743127,-0.033262,0.204143,-0.032700,-0.594145,0.394762,0.452885,-0.605172,-0.260168,0.175522,0.055593,-0.347419,0.273497,0.356769,0.062050,-0.507657
-1.110136,1.130427,0.365508,0.589142,-0.251172,0.482861,-0.429182,-0.500420,-0.743127,2.160363,-0.007502,-0.405628,-0.092942,0.473056,-0.797626,-1.123749,1.599245,0.278986,-0.187482,-0.118747,0.797945,-0.750059,0.095285,0.126841,1.106481
0.099017,-0.023681,0.076907,0.106210,-0.361673,-0.051630,0.346981,0.009265,-0.033262,-0.007502,0.887798,-0.207150,-0.003536,-0.058367,0.191909,-0.077512,-0.024777,0.030230,0.098402,-0.286216,-0.067065,0.218525,-0.059376,-0.071288,0.017915
0.203465,-0.222644,-0.212620,-0.261534,0.458740,-0.087082,0.008148,0.132682,0.204143,-0.405628,-0.207150,0.978403,0.036855,-0.081556,0.123251,0.515773,-0.332433,-0.105803,-0.036126,0.297927,-0.161087,0.104488,0.029897,0.026679,-0.332826
0.134023,-0.052708,-0.151319,0.007338,0.012800,-0.025699,0.033316,0.026279,-0.032700,-0.092942,-0.003536,0.036855,0.683527,-0.004000,0.050632,0.096647,-0.076738,-0.003083,0.017248,0.035142,-0.042663,0.067815,-0.161416,-0.064059,-0.068803
-0.310044,0.295186,0.117818,0.286748,-0.064547,0.200431,-0.249149,-0.173108,-0.594145,0.473056,-0.058367,-0.081556,-0.004000,1.078239,-0.522016,-0.269043,0.415604,0.121577,-0.439209,0.055335,0.314648,-0.361324,-0.097987,0.149896,0.302251
0.736581,-0.592088,-0.138248,-0.282008,0.038112,-0.536123,0.747971,0.377101,0.394762,-0.797626,0.191909,0.123251,0.050632,-0.522016,1.612975,0.451893,-0.822435,-0.161290,0.242772,-0.037951,-0.807709,1.045812,-0.112776,-0.152918,-0.589803
0.650646,-0.622377,-0.475315,-0.433848,0.287180,-0.268868,0.221368,0.343300,0.452885,-1.123749,-0.077512,0.515773,0.096647,-0.269043,0.451893,1.431519,-0.916389,-0.200362,0.077309,0.203605,-0.471621,0.423440,-0.003849,-0.060499,-0.857835
-0.953018,1.192153,0.282812,0.551811,-0.213019,0.504785,-0.425686,-0.545001,-0.605172,1.599245,-0.024777,-0.332433,-0.076738,0.415604,-0.822435,-0.916389,2.084042,0.276696,-0.147757,-0.090683,0.944039,-0.712982,0.097645,0.055640,1.125913
-0.151025,0.176337,0.053022,0.442430,-0.128836,0.084058,-0.068970,-0.281469,-0.260168,0.278986,0.030230,-0.105803,-0.003083,0.121577,-0.161290,-0.200362,0.276696,0.810933,-0.002225,-0.038882,0.200050,-0.124517,-0.037739,-0.094546,0.310489
