zhat,log,k_0,k_1,k_2,k_3,k_4
3.0,12.72486199248021,1.400343600963029e-05,0.0,1.6749498812534557e-34,0.9999859907975998,5.7663890450582345e-09
3.0,11.277865211889232,2.396697038149677e-05,0.0,1.8680570115348985e-33,0.9999760179482998,1.5081317104158533e-08
3.0,12.49246911023343,7.936771478822838e-06,0.0,2.837515438665582e-29,0.9999920310316208,3.2196898723060326e-08
3.0,13.104378497120846,9.528430841658788e-06,0.0,7.076668459488207e-34,0.999990453126968,1.8442188731690457e-08
3.0,14.529199675614064,2.675343037287918e-05,0.0,2.864761321399095e-32,0.99997322752703,1.9042595622055964e-08
3.0,12.965473066823996,7.117797163609604e-05,0.0,5.885227712916836e-34,0.9999288009325333,2.1095829147751614e-08
3.0,13.847643220765848,8.304365675761766e-06,0.0,4.764984936123915e-22,0.9999895446660084,2.1509683144619822e-06
3.0,11.595760362707335,1.593073330080123e-05,0.0,1.3120652111310797e-22,0.9999833729398048,6.963268932134752e-07
3.0,13.113293868726066,2.269387986214063e-05,0.0,3.0032154720571868e-22,0.9999766898814685,6.162386681031867e-07
3.0,15.64655698368217,3.124682634322516e-05,0.0,7.922834352086734e-21,0.9999682856249802,4.675486754283098e-07
3.0,15.515052643142294,5.939278511272091e-05,0.0,3.806958472297318e-18,0.9999402934016617,3.138132244816222e-07
3.0,15.23110626817022,4.663370348649121e-05,0.0,3.3421186503141244e-25,0.9999533253109562,4.098555616298693e-08
3.0,12.553784570766611,1.7147943099925388e-05,0.0,2.269388669374913e-18,0.9999803145288749,2.5375280240158144e-06
3.0,10.226106699460615,1.3436600355881324e-05,0.0,4.999898813279127e-17,0.9999804522786092,6.111121033644974e-06
3.0,11.867272763368536,2.2645936831797062e-05,0.0,9.146229599063054e-19,0.9999763935130759,9.605500912380204e-07
3.0,13.251911760902752,6.666737656241065e-05,0.0,2.337336645522162e-12,0.9999302517369426,3.080884156457597e-06
3.0,12.74496228542397,6.367721526783633e-05,0.0,3.886590925304329e-14,0.9999346566983992,1.666086292787985e-06
3.0,12.453239691158082,0.00014849148127265256,0.0,4.277379995146352e-15,0.9998459856882298,5.522830492051392e-06
3.0,13.091773606828205,0.0006380667561469932,0.0,2.371902039235642e-11,0.9993588572779888,3.0759421441452285e-06
3.0,14.527197104731576,0.0003736209139519261,0.0,8.367519915213579e-13,0.9996214117582728,4.967326937455334e-06
3.0,14.261647743580276,0.0003259029164481695,0.0,1.9257420503012772e-09,0.9996287853875425,4.5309770266273436e-05
3.0,14.328696300121816,0.0006201752478587807,0.0,1.5528662854470384e-10,0.9991366783470731,0.00024314624978036866
3.0,8.652012781325865,0.0003874514524400303,0.0,2.2198972459412032e-13,0.9771576365114399,0.02245491203589696
3.0,9.49242558348568,0.00022351091229372337,0.0,1.0275363810747518e-14,0.9808323360170523,0.018944153070642462
3.0,11.96358806356534,0.0003986684065269434,0.0,3.407566591613085e-14,0.9869510890885114,0.012650242504926584
3.0,10.837560112680174,0.0017907881421325039,0.0,5.610260141759464e-10,0.9966192377268998,0.0015899735699409466
3.0,11.880233746053108,0.0025671224725018794,0.0,9.342194150462173e-11,0.9972808800928664,0.00015199734120898936
3.0,12.550775671279974,0.004755202279348395,0.0,2.833410800526654e-11,0.9951817903202402,6.300737207639979e-05
3.0,11.581289265766706,0.007740379949427529,0.0,7.210152186201196e-07,0.9920216809350814,0.00023721810027186967
3.0,9.705061974821295,0.007657008281328267,0.0,4.4001496409325863e-07,0.9921197897352273,0.0002227619684796799
3.0,9.76648448599623,0.0053341563945356555,0.0,8.745966394835016e-10,0.994608451280972,5.739144989494743e-05
3.0,10.629437962150078,0.0034549475840566493,0.0,7.48783662855418e-15,0.9965370230917782,8.029324157012546e-06
3.0,14.507519586733656,0.0025992431698852493,0.0,2.628931394795931e-15,0.9973903019945765,1.0454835534899506e-05
3.0,12.878054710295423,0.0024876706392103274,0.0,2.41028189699659e-10,0.9973292574155441,0.00018307170421663968
3.0,11.284455772363767,0.0013075634241068688,0.0,5.262083471000667e-05,0.9984166428974912,0.0002231728436911829
3.0,7.507607314869712,0.0006636949208303562,0.0,2.095385463745367e-05,0.9991773996833937,0.0001379515411377721
3.0,11.541357254290372,0.0006365874356139095,0.0,1.8731555279219126e-06,0.9991727515001846,0.00018878790867282182
3.0,14.683212966570425,0.00019344304405634165,0.0,5.008933465974523e-09,0.9930140603661185,0.006792491580891091
3.0,13.566485651308582,7.651786634603537e-05,0.0,4.78881072227977e-09,0.9732886002831276,0.02663487706171504
3.0,12.43502767195285,5.041759526938834e-05,0.0,3.894925265415982e-06,0.8852520377378164,0.11469364974164817
3.0,12.273056511953108,2.1709445437727907e-05,0.0,1.8168892668977392e-05,0.6982142624565885,0.3017458592053041
4.0,9.969779738869203,2.2572288483750946e-05,0.0,5.745414614697138e-08,0.3748023593313954,0.625175010925974
4.0,9.788421112474888,1.418255186920754e-06,0.0,5.129866754270184e-07,0.11907577082087124,0.8809222979372656
4.0,11.815041657907452,3.0706783988370826e-07,0.0,2.1413639231807493e-06,0.029268775376644733,0.9707287761915915
4.0,11.935203297429887,2.8261665721503403e-08,0.0,2.746155910250751e-17,0.005773494630145943,0.9942264771081875
4.0,12.256951636044697,1.3313141257642341e-09,0.0,3.0823441809166868e-12,0.0004059027928061028,0.9995940958727965
4.0,13.812608765815318,3.7781534437934e-10,0.0,7.58596047994214e-12,6.592065283527681e-05,0.9999340789617623
4.0,11.782071410185196,2.2006066157958043e-10,0.0,7.404493652963578e-13,0.00020674290527053637,0.9997932568739275
4.0,12.973394919301537,2.835490388801894e-12,0.0,1.511664824285895e-16,6.121107639720707e-06,0.999993878889524
4.0,13.038329485331216,1.7498309336234378e-14,0.0,5.56855727520905e-17,5.111609137352904e-06,0.9999948883908445
4.0,9.445447335151137,1.313925696655469e-14,0.0,7.376595731727535e-22,1.322752378851218e-06,0.9999986772476075
4.0,8.66645349111325,1.6484878970334534e-14,0.0,2.9475049553647637e-25,5.070742406319434e-06,0.9999949292575767
4.0,10.47216801095135,5.344216104982892e-15,0.0,2.0426767075088317e-24,3.963567550511135e-06,0.9999960364324436
4.0,8.486541178836823,7.490375773248046e-15,0.0,1.3888807067894887e-34,3.807068673252813e-07,0.9999996192931248
4.0,8.039699737163845,1.2354548318883232e-12,0.0,1.5174909619126267e-32,8.584454222240757e-07,0.9999991415533418
4.0,8.153647472100097,8.146124079270029e-10,0.0,5.536846992293445e-33,1.260072417234357e-06,0.99999873911297
4.0,6.746165936364467,2.4824878603632623e-07,0.0,5.5867464422450936e-40,0.0001353274488271843,0.9998644243023865
4.0,6.415830386742593,0.00013391026145462393,0.0,5.488946908259262e-22,0.061892311122542,0.9379737786160032
4.0,6.124238990849907,0.061149593499119484,0.0,8.114212824209631e-22,0.2295889917798599,0.7092614147210202
3.0,6.289761804750603,0.2882601362518353,0.0,2.240238206952662e-13,0.5818710267794176,0.12986883696852247
0.0,5.607978334097315,0.862189495163417,0.0,1.0928986801278903e-14,0.1195632298697205,0.01824727496685091
0.0,5.81038330760652,0.9802590232334406,0.0,1.2703419914158815e-22,0.015945938118499245,0.0037950386480593836
0.0,7.427138274150879,0.9960894718418526,0.0,3.028524830452642e-25,0.0035005297251201107,0.0004099984330267049
0.0,7.641890111045934,0.9995715398221557,0.0,1.811803274624442e-26,0.0004128744125789067,1.558576526481545e-05
0.0,7.199758948822938,0.9999841994163983,0.0,2.9688669172101714e-27,4.001124192314183e-06,1.1799459409076431e-05
0.0,9.557010398674056,0.9999800701964068,0.0,1.1221540910391577e-23,1.1989182067330601e-05,7.940621525374251e-06
0.0,9.813799922445174,0.9999836841741696,0.0,6.438483502768076e-23,1.6308738999940137e-05,7.0868299921716525e-09
0.0,10.545215811852726,0.9999999888204828,0.0,8.944486481061082e-31,1.1117753987776709e-08,6.176271980564848e-11
0.0,11.16606376956467,0.9999993858964374,0.0,1.7604192507857213e-22,6.141034436992856e-07,1.1826869520412673e-13
0.0,12.425632322442185,0.9999993468263023,0.0,1.4619233438867133e-21,6.531736971120015e-07,4.701883264484435e-18
0.0,12.069233045157846,0.9999999977516912,0.0,2.717092701365451e-36,2.2483080829491518e-09,1.6630003947255097e-20
0.0,14.246717126019515,0.9999999953875836,0.0,2.2250420628278428e-27,4.6124155933798605e-09,1.638136676062123e-22
0.0,14.270445902814357,0.999999995003186,0.0,9.533632178699367e-28,4.996813179837449e-09,7.145976543115142e-21
0.0,15.59813206992279,0.9999998953715808,0.0,3.706139983479896e-23,1.0462841842848653e-07,2.373029159742489e-21
0.0,14.847758914451008,0.9999999944129913,0.0,4.256736511520917e-28,5.587007990310011e-09,2.2575606552735685e-20
0.0,13.413434506954172,0.9999999937864511,0.0,6.939674442759944e-29,6.213548298157502e-09,1.5394267327341957e-21
0.0,14.254387642508444,0.9999999939977509,0.0,5.505967084192294e-25,6.002248582547188e-09,8.396068676167773e-22
0.0,13.242866378491374,0.9999999970907874,0.0,7.151730951292031e-31,2.9092120344510062e-09,3.3033284133313256e-23
0.0,12.962120377344275,0.9999999995677744,0.0,1.1201047120991447e-30,4.3222485706504425e-10,2.9546287826416807e-24
0.0,13.362229280677507,0.999999999221709,0.0,2.482390101792472e-27,7.782902949476479e-10,3.6635060313251707e-25
0.0,13.267627711339326,0.9999999999136381,0.0,6.574170065866655e-33,8.636117958554556e-11,9.319841263313992e-25
0.0,14.884176237709696,0.9999999985220345,0.0,1.7861088866734974e-29,1.477964847736627e-09,2.4358256225684223e-24
0.0,14.033499072545142,0.9999999782991116,0.0,2.707274006955969e-26,2.1700887703414462e-08,6.666268196018704e-20
0.0,13.873807558866806,0.9999987964343414,0.0,5.110729867254602e-20,1.2035656578612507e-06,1.9317308440844937e-19
0.0,14.315989274663176,0.999999999267457,0.0,9.089082461350136e-29,7.325423421719752e-10,6.010854849285795e-20
0.0,14.312685670353655,0.9999999964568675,0.0,9.063253725453354e-25,3.543131939023451e-09,3.6609184294002504e-22
0.0,14.512185104420343,0.9999999784030875,0.0,2.5055621757247528e-20,2.1596911898075043e-08,4.198620618852558e-21
0.0,15.29456096914628,0.9999999842416764,0.0,1.0428857480015727e-22,1.5758323020808445e-08,4.280567374338891e-22
0.0,11.317655262743804,0.9999999954968022,0.0,9.749639732050752e-29,4.503197134645174e-09,1.458568584913518e-22
0.0,11.735030959383474,0.999999998082933,0.0,4.221179401778391e-30,1.91706650582355e-09,9.444095764637849e-26
0.0,7.899601866829252,0.9999999999909838,0.0,2.7464245464606807e-46,9.015739035614522e-12,5.546273414614004e-26
0.0,10.917956377711231,0.9999999992815368,0.0,2.3782519473496676e-34,7.184627767866272e-10,1.4706863404966308e-24
0.0,11.382881411285808,0.999999575476479,0.0,3.0445914847095825e-18,4.245235205902937e-07,1.1503420073249112e-21
0.0,10.014191123201673,0.9999999881758936,0.0,7.119954070302064e-27,1.1824105991987668e-08,2.5028052652940827e-17
0.0,15.45636643396962,0.9999982987399052,0.0,8.436883555805473e-12,1.7012516576857208e-06,8.980772974602422e-17
0.0,15.046908086395455,0.9999885462821293,0.0,8.038048906978316e-10,1.145291403605603e-05,2.946821679075199e-14
0.0,13.838181791948017,0.9999948585843591,0.0,9.43560836021155e-12,5.1414058409668166e-06,3.640444906770693e-13
0.0,9.612749703123333,0.9999850517384078,0.0,6.252393195659043e-18,1.494824850287359e-05,1.308900706864311e-11
0.0,14.154226664588103,0.9999913276264929,0.0,5.163781626581214e-10,8.67185549841454e-06,1.6303646762354684e-12
0.0,10.542956050320987,0.9999898261348287,0.0,1.2056477657934534e-11,1.0173839385584428e-05,1.3729056587514729e-11
0.0,10.791099242982249,0.9998957949943346,0.0,7.4054567785460815e-22,0.00010420433505828618,6.706068221412747e-10
0.0,13.468284641280466,0.9845383125744899,0.0,6.413374783847133e-10,0.015461595969196985,9.081497539141955e-08
0.0,13.440424959859115,0.8157241645202142,0.0,1.260823531788125e-08,0.18424072962151672,3.509325003342777e-05
3.0,9.822932214750638,0.3279953447368257,0.0,3.340060218055077e-10,0.671099153238957,0.0009055016902107375
3.0,8.097887303106685,0.11022663049394378,0.0,1.9054340886660645e-09,0.8757353101582319,0.014038057442389723
3.0,8.976606829924764,0.04290390091709878,0.0,0.00033895209294364394,0.854184409806462,0.10257273718349512
4.0,8.622811066662733,0.005466995331590167,0.0,0.0005053882436728285,0.6786289303301023,0.3153986860946342
4.0,10.32631725888785,0.0007128614879997779,0.0,1.2062637743275146e-07,0.48963463541349167,0.5096523824721308
4.0,10.472934659031516,8.138045920543592e-05,0.0,1.2886893250876913e-07,0.3901397711168963,0.6097787195549655
4.0,9.943995832223179,3.907184326906841e-05,0.0,6.929045083113955e-06,0.3553043235991353,0.6446496755125123
4.0,10.378178420748918,6.6412885944150124e-06,0.0,0.0001676607336873472,0.27466940705649157,0.7251562909212264
4.0,10.86849867295054,2.3299838089069015e-06,0.0,0.00034332354363731526,0.17515328137591563,0.8245010650966379
4.0,10.505144992912191,7.619337400107584e-08,0.0,8.003225124733828e-11,0.04265458728415886,0.9573453364424347
4.0,12.130370346110611,1.3118399406634505e-08,0.0,3.936169894840152e-12,0.007716074003936937,0.9922839128737274
4.0,13.20621914089502,5.2075062208065036e-08,0.0,7.648205903216774e-07,0.003623222694805659,0.9963759604095417
4.0,13.729515078589646,1.4803909636826068e-08,0.0,5.152823680108959e-05,0.002228685811706731,0.9977197711475825
4.0,13.874978399532171,1.810824680192822e-08,0.0,0.004665280627321679,0.0030276658402211038,0.9923070354242103
4.0,12.818268316370757,2.290917589940133e-07,0.0,0.010902734773545366,0.006930040386754696,0.9821669957479409
4.0,11.309939707541217,1.372655446733807e-07,0.0,0.00654363721925436,0.008363643154577674,0.9850925823606232
4.0,10.44349333434505,2.912723886114521e-07,0.0,0.007048806821609626,0.010860165558268513,0.9820907363477334
4.0,9.663466299419527,3.824293105873439e-07,0.0,0.004986175464297122,0.01083942756192574,0.9841740145444667
2.0,11.131856511139818,7.333358689128689e-07,0.0,0.5301129953494317,0.008404204468522644,0.46148206684617704
2.0,12.269912314900703,7.12482335920971e-07,0.0,0.9200277596880445,0.00238053501316446,0.07759099281645505
2.0,16.401841425785253,3.102473981088285e-09,0.0,0.9992423719657313,2.0138794451990616e-05,0.0007374861373428053
2.0,10.166198059208687,1.6573492165183465e-07,0.0,0.9995862956121034,9.474813478531054e-06,0.00040406383949625254
2.0,10.536435884078923,8.873623071836907e-09,0.0,0.9994882598494741,3.92010083488694e-06,0.0005078111760678741
2.0,15.262502550606726,1.8734129457005674e-08,0.0,0.9968385523449499,1.805248223274139e-05,0.003143376438687894
2.0,14.517628898446592,5.068317268832011e-09,0.0,0.8618651668582505,0.00017090723491369067,0.1379639208385186
4.0,7.5794370824825705,7.771545605382055e-09,0.0,8.363627402429362e-05,0.0002608045383958188,0.9996555514160343
4.0,8.539036813253873,1.4526849037307507e-09,0.0,2.066907507693135e-11,0.00013739613212859105,0.9998626023945175
4.0,6.712976389219356,7.913089007013416e-10,0.0,2.3756597595929485e-10,0.00021961440964751865,0.9997803845614776
4.0,9.583443842022511,7.206104345072613e-10,0.0,0.00022539541963260065,0.0006130302834488047,0.999161573576308
4.0,8.201292749844143,5.637184951068038e-10,0.0,4.530712077957224e-11,0.0001300501628169095,0.9998699492281573
4.0,8.427093623596123,1.0970518248673718e-10,0.0,1.4292601256390034e-09,0.00019285947373116717,0.9998071389873033
4.0,11.04255136550563,1.8520011318385557e-11,0.0,5.750095453525915e-11,5.210598131073666e-05,0.9999478939426681
4.0,12.030382937483374,1.575277742907531e-10,0.0,1.0253295371068287e-05,0.0002609775292831671,0.9997287690178179
4.0,10.396479754223419,1.932764197505007e-09,0.0,4.947201327289776e-06,0.0006796580700923259,0.999315392795816
4.0,10.02226709781016,5.597849852305443e-09,0.0,3.7604838259739387e-06,0.0020543095226569948,0.997941924395667
4.0,12.00237007980832,4.102768941386623e-08,0.0,0.0013549513863911251,0.006057909130193796,0.9925870984557256
4.0,12.272285142074375,2.724655263788245e-07,0.0,0.004212787289697352,0.011771806001064642,0.9840151342437115
4.0,10.046511990543957,3.423059264501274e-06,0.0,0.007544266762283843,0.02139670330746667,0.9710556068709849
2.0,13.886496867852728,6.850295069190896e-09,0.0,0.9982904910787835,0.00016848583523040622,0.0015410162356912335
2.0,19.930977041231834,2.163973817284085e-07,0.0,0.9997520329319427,0.00011211388506478972,0.00013563678561102365
2.0,5.66852170178057,0.0021054431725297407,0.0,0.9880636397365492,0.004487161999955703,0.005343755090965454
2.0,14.385127189969035,5.643955943635084e-07,0.0,0.9999630795469965,1.865305283654886e-05,1.770300457259952e-05
2.0,15.957939033307591,8.575178509125041e-10,0.0,0.999999271015104,2.1697592734173576e-07,5.111514508260912e-07
2.0,10.014462868671693,2.0453306084350564e-07,0.0,0.9999913776163584,4.17646089855889e-06,4.241389682108833e-06
2.0,24.276089392169226,9.543541931269623e-09,0.0,0.9999998532021819,7.426528136036676e-08,6.298899481910235e-08
2.0,22.46009313327095,1.6766419779969418e-10,0.0,0.9999999912234918,6.933375881002557e-09,1.6754667794035727e-09
2.0,18.13450872035411,2.961440408936476e-11,0.0,0.9999999637959417,3.36899956531105e-09,3.280544305106121e-08
2.0,20.371823003429764,1.2473533588762402e-11,0.0,0.9999999859204871,1.2705770704209623e-09,1.2796461077741144e-08
2.0,24.630664930133353,8.233979234091276e-12,0.0,0.999999998368901,4.682128053199083e-10,1.1546511119497153e-09
2.0,24.75982074678409,6.290058587193632e-12,0.0,0.9999999986864827,3.839157207580302e-10,9.233103071798308e-10
2.0,24.282018606056592,5.0678956769129474e-12,0.0,0.9999999989523967,3.021147092445373e-10,7.404194468800295e-10
2.0,24.42544659038369,2.0938825176427535e-11,0.0,0.9999999987367862,5.431058194762474e-10,6.991677274727453e-10
2.0,25.195655123151496,1.8599611061489754e-11,0.0,0.9999999988169714,4.917320489445909e-10,6.726956328759294e-10
2.0,26.115767934394167,1.5959197960057635e-12,0.0,0.9999999994064125,1.0010537805264743e-10,4.9188493132055e-10
2.0,26.103549044395876,1.5473872004967051e-12,0.0,0.9999999994359027,9.573048697735886e-11,4.668183115045277e-10
2.0,25.208200251284893,3.4674316805620215e-12,0.0,0.9999999988408814,2.0581323880582235e-10,9.498365949986084e-10
2.0,23.90978341603349,6.966498045605931e-13,0.0,0.9999999986855093,7.584545910970462e-11,1.2379471313742337e-09
2.0,17.44170299861291,4.460672766254593e-11,0.0,0.9999999413487387,3.2671595424512957e-09,5.533949338328226e-08
2.0,15.373759961333437,1.3634887244928834e-10,0.0,0.9999999412609525,5.587453413750083e-09,5.3015243584136046e-08
2.0,13.801427344420242,1.6908007179679028e-10,0.0,0.9999995415846709,1.7638510137556294e-08,4.4060773735437214e-07
2.0,14.380244502692463,2.926160470722261e-10,0.0,0.9999991019509241,3.878432668226626e-08,8.589721315203223e-07
2.0,15.628877289501498,1.0284295488922486e-08,0.0,0.9999998673510271,6.472771404516956e-08,5.763696164694831e-08
2.0,17.385388152567256,2.968561621247187e-10,0.0,0.9999999507170234,1.0414261515457558e-08,3.857185723206085e-08
2.0,19.625845106716078,9.482016173334912e-11,0.0,0.9999999836658773,3.714582384060511e-09,1.2524718508801643e-08
2.0,19.41466878467889,2.624030588682431e-10,0.0,0.9999999770629924,7.1747962959392175e-09,1.5499806729318265e-08
2.0,17.904667816131333,2.492699377144581e-10,0.0,0.9999999356958611,1.3334608370216948e-08,5.0720259101219504e-08
2.0,18.100522426689622,2.6839180662792336e-10,0.0,0.9999999295913606,1.584124866411481e-08,5.429899750058169e-08
2.0,21.181464651481335,1.750507795838467e-10,0.0,0.9999999902199802,2.916525325810159e-09,6.688442355617318e-09
2.0,16.549001136721778,4.307333868993097e-08,0.0,0.9999998445050957,8.248414465434005e-08,2.9937419624053387e-08
2.0,16.887249880810884,4.339963214922157e-08,0.0,0.9999998438985204,8.391556407904293e-08,2.878628232293807e-08
2.0,21.148343512862642,6.436945626884957e-12,0.0,0.9999999444731011,1.4733410310197584e-09,5.404711997867997e-08
2.0,24.001269024938253,3.159331622189168e-12,0.0,0.9999999978362216,3.116199600186647e-10,1.8489983109225143e-09
2.0,23.980537694003065,2.0619741994635677e-12,0.0,0.999999998349601,2.5495263701514405e-10,1.3933835306624964e-09
2.0,22.437016510019927,7.332727815624347e-11,0.0,0.9999999983613701,8.651323469052743e-10,7.001693686628132e-10
2.0,22.922519908443828,2.179004357831562e-12,0.0,0.9999999991746663,1.386789589253113e-10,6.844749156678177e-10
2.0,23.084510147427842,1.7096120259942085e-12,0.0,0.9999999992779578,1.255633572982553e-10,5.947684481116869e-10
2.0,23.379156935092016,1.5597293755912503e-11,0.0,0.9999999992201302,3.4746010037900494e-10,4.1681163345623264e-10
2.0,22.304185966008614,2.1092710769165676e-12,0.0,0.9999999973688173,3.7861408679496104e-10,2.2504586111202676e-09
2.0,21.70298351132253,2.0313082582874603e-12,0.0,0.9999999977545379,3.093291747307242e-10,1.934100827741172e-09
2.0,22.212018200321296,6.626323533097354e-13,0.0,0.9999999969919267,1.6136768290959986e-10,2.8460420935488673e-09
2.0,19.345853653850575,9.288955080717047e-10,0.0,0.9999999846433125,8.544147831573869e-09,5.883643240072538e-09
2.0,19.169196562888793,2.605933653102152e-09,0.0,0.9999999615471313,2.1059730306975792e-08,1.4787203682037608e-08
2.0,21.796859057430172,2.088880684733714e-12,0.0,0.9999999954995814,4.811921886685615e-10,4.017136594340489e-09
2.0,23.33801655847825,1.041554239146808e-12,0.0,0.999999999083562,1.645406172202585e-10,7.508547997091353e-10
2.0,24.56163151004423,8.620925681576286e-13,0.0,0.9999999992012323,1.3442712990747044e-10,6.634776942443559e-10
2.0,21.982948812011205,1.7239299835710505e-11,0.0,0.9999999972047283,9.337367557530483e-10,1.8442948261345348e-09
2.0,19.75621477499098,9.415137576539701e-11,0.0,0.9999999512801586,8.88847305099983e-09,3.973721589128286e-08
2.0,22.027090136654955,2.8847458097245235e-11,0.0,0.9999999855039465,2.2785740498593106e-09,1.218863093826386e-08
2.0,21.70778842485353,1.687603296436293e-10,0.0,0.9999999901289781,4.1620294891952475e-09,5.540231156909858e-09
2.0,23.057515724720883,7.287925109022247e-12,0.0,0.9999999930339546,8.260195131531672e-10,6.132737079426739e-09
2.0,19.268296421410565,2.3279361490496492e-11,0.0,0.9999994395010371,9.392239140492631e-09,5.510834432173896e-07
2.0,24.4962686534823,6.6347479994108655e-12,0.0,0.999999998423779,3.3489035873016916e-10,1.2346948159942017e-09
2.0,24.08166746821206,4.5261569194757446e-12,0.0,0.9999999986919473,2.8363410383344736e-10,1.0198912560699916e-09
2.0,25.59419320202987,1.3463624583313826e-12,0.0,0.9999999996278568,9.765444239283727e-11,2.7314121440945326e-10
2.0,24.84217171965911,4.0396158909375185e-13,0.0,0.999999999595758,7.073002036584263e-11,3.3310669783209107e-10
2.0,24.151880668260148,2.465358435273582e-12,0.0,0.9999999995979663,1.5169976613410364e-10,2.478673619461072e-10
2.0,24.114265112302146,5.454221139601285e-13,0.0,0.9999999996002205,7.152802182644133e-11,3.2770468871356315e-10
2.0,22.092340869816187,5.092100626811602e-13,0.0,0.9999999980178493,1.4138997013183854e-10,1.8402498295555705e-09
2.0,24.159081669934455,8.609207225234019e-13,0.0,0.9999999997319793,6.58435078392212e-11,2.01314667909417e-10
2.0,23.66715758404192,3.1092188740930555e-12,0.0,0.9999999994778589,1.8206560961733414e-10,3.369645055283969e-10
2.0,21.71044688361257,2.714985604844639e-10,0.0,0.9999999941916581,3.3444483857601973e-09,2.1923932052949377e-09
2.0,24.88284807446549,2.144676643986353e-11,0.0,0.9999999988204613,3.7509643372984925e-10,7.829937869508624e-10
2.0,22.88180984135131,6.704759720855183e-11,0.0,0.9999999919123402,2.6001076988060245e-09,5.420502730276319e-09
2.0,23.923087705168836,4.139908331356716e-12,0.0,0.9999999965441251,4.323909595668894e-10,3.019342353843478e-09
2.0,20.91244253202061,4.022807282535724e-12,0.0,0.9999999119464263,1.3412529432929388e-09,8.67082963466371e-08
2.0,23.885537866048114,4.523984825967062e-12,0.0,0.9999999993675199,1.9941220548700635e-10,4.2854240782604107e-10
2.0,23.327434976526302,9.927252953035957e-12,0.0,0.9999999993604036,2.9462983234271463e-10,3.350376471798054e-10
2.0,21.78824085547775,3.9505869611788714e-13,0.0,0.99999999389002,2.529712133296639e-10,5.856612152802894e-09
2.0,23.229648269400943,1.539698590175576e-12,0.0,0.99999999919634,1.9449872009305592e-10,6.07620378841282e-10
2.0,18.289463898733388,1.907343625705446e-09,0.0,0.9999999614663106,2.6204757376771935e-08,1.0421587214277853e-08
2.0,23.959627762347047,3.4688364709306506e-12,0.0,0.9999999995090576,1.8983904755248405e-10,2.976332038906302e-10
2.0,23.952315381607104,9.181443120696001e-13,0.0,0.9999999994537573,7.41211785918176e-11,4.712022189098122e-10
2.0,18.779291622572817,1.853382318417329e-12,0.0,0.9999999210907736,1.0552195033999283e-09,7.785215220948523e-08
2.0,20.410897048248074,7.745228200473968e-13,0.0,0.9999999782849647,2.863386177922395e-10,2.1427920817417263e-08
2.0,22.280743955998474,1.012050943598153e-12,0.0,0.9999999930347965,2.0779855888986126e-10,6.756391501194864e-09
2.0,23.04924482759449,1.5752720833691752e-11,0.0,0.9999999989225429,3.2545064362531467e-10,7.36252326311117e-10
2.0,20.463308826939937,5.928747358521685e-10,0.0,0.9999999939132365,3.3967864671379352e-09,2.0971008521659335e-09
2.0,19.454257343502636,4.5613747641118926e-10,0.0,0.9999999928581735,3.816312383036707e-09,2.869375025321055e-09
2.0,19.789080077615914,3.985584656882225e-12,0.0,0.9999999966665329,2.8566016865736857e-10,3.0438195546184585e-09
2.0,19.467467648091148,6.932036626946748e-13,0.0,0.9999999972113809,7.678682200658152e-11,2.711137449743049e-09
2.0,20.013006262168034,1.1093254715212203e-12,0.0,0.9999999935054529,1.7478908422360805e-10,6.318647155320351e-09
2.0,20.21616366644388,1.6321142317528014e-12,0.0,0.9999999700917128,3.956766055426872e-10,2.9510976778294736e-08
2.0,20.217553670195304,1.9198657323416964e-10,0.0,0.9999999933411574,2.5075117704428985e-09,3.959342637049479e-09
2.0,17.47813098052286,1.5606836668024474e-08,0.0,0.9999997594282758,7.187346987027476e-08,1.530914162603367e-07
2.0,24.99281204858466,1.524588048734408e-12,0.0,0.9999999987662468,1.6620836930776583e-10,1.0660189189761578e-09
2.0,25.043094578438502,5.034670622678566e-13,0.0,0.9999999983569738,1.0261670329610409e-10,1.539904630217029e-09
2.0,24.954496143117424,5.144297955226105e-12,0.0,0.9999999995153618,1.7026753891555492e-10,3.092250387273969e-10
2.0,23.267734861586234,7.07815866980993e-13,0.0,0.9999999921320291,2.2556730001050992e-10,7.641694536087318e-09
2.0,25.180439711946036,1.092630861743876e-12,0.0,0.9999999994513098,7.962983332744689e-11,4.679664031830414e-10
2.0,22.643808563572055,6.433089790638585e-11,0.0,0.999999997983506,1.0139362927981867e-09,9.382251938557604e-10
2.0,21.337996613477365,1.0220610615993654e-10,0.0,0.9999999955066217,2.117213418708303e-09,2.27395733960878e-09
2.0,22.22816123449087,2.6620550319016307e-12,0.0,0.9999999913452532,3.3895251896331073e-10,8.313130846521885e-09
2.0,16.896432825042364,5.185863923068802e-10,0.0,0.9999995968032687,3.338508055903693e-08,3.692930630425127e-07
2.0,22.299890560210464,8.233828545585536e-12,0.0,0.9999999947154601,6.243917175389087e-10,4.6519131145758774e-09
2.0,24.71269160793501,8.366092263791521e-13,0.0,0.9999999989616855,8.275000795937035e-11,9.54726756674801e-10
2.0,22.006225596630625,1.7344459804181147e-10,0.0,0.9999999966144648,1.3820139777905026e-09,1.8300754939496668e-09
2.0,21.31026950536215,8.65312331632751e-11,0.0,0.9999999981180825,8.797007804988433e-10,9.15684350057531e-10
