k_0,k_1,k_2,k_3,k_4,log,zhat
12.676579884824632,-60043.35366423272,24.38427437409314,14.264729852859464,13.06314928934259,24.384335001259373,2.0
13.15081321758521,-60043.3452945972,24.421367576362996,14.347952104446827,12.847988911302739,24.42143191662281,2.0
12.415577547347093,-60042.48318333707,25.132511622593952,14.748527715723768,14.381973842918278,25.132566978649486,2.0
12.516377887011018,-60040.52220164012,24.182390796535174,15.265609525243137,15.009690100241336,24.18263730164342,2.0
14.3054991693002,-60039.762317890665,19.535530104840205,14.210717169711888,11.348640089942638,19.54597625282322,2.0
9.596167841060579,-60036.403732216255,23.322519009913307,11.955585935821455,12.366138689041762,23.32254912093484,2.0
11.531691966908928,-60036.41080922174,23.13386739494667,12.597232834515719,11.008040811527291,23.133908503957457,2.0
12.731692306412318,-60034.05340252784,24.240639804452115,13.48166019541883,11.957237273741498,24.240675725287144,2.0
12.45262756690963,-60033.05493043061,24.353493273541016,13.695044508972524,12.548620003571045,24.35353102687464,2.0
10.4824011018732,-60032.64825519805,23.654823307289103,12.627565956790896,12.864735248115018,23.654862064197534,2.0
11.05515984989278,-60032.70833295554,23.790437554656542,12.882318917226783,12.546979586875793,23.790471901087727,2.0
13.567934776724801,-60033.11297437643,26.602540236039648,15.485445766040424,14.530936156331888,26.60256299505396,2.0
14.687120595643481,-60033.321436868035,25.079158938751405,15.513632538565828,13.67088558940729,25.079270815780543,2.0
9.995829662499235,-60036.4030244548,21.659801993667852,13.610617249967438,15.265682030683143,21.6617993140192,2.0
11.99768826086545,-60036.37497737011,25.03521159042357,13.967418009531897,13.672843609427684,25.03524099885842,2.0
9.972360725964677,-60048.74965284132,22.83174198543938,13.392073467735784,13.573469506638228,22.83191939791709,2.0
12.273672700615975,-60048.61355697911,23.143392628372244,14.195978525437964,12.812404294574284,23.143574317490263,2.0
12.024959293326695,-60046.36126542241,22.806089824215086,14.06374594132208,12.65401994475014,22.806309262684753,2.0
9.737802575147056,-60042.096401624505,21.77638428865805,13.298037039621889,14.016626452016286,21.777024477294045,2.0
9.721965388193688,-60043.26750480875,22.32589516020181,13.168636408293445,13.990142965224951,22.3262436985749,2.0
11.23870137196219,-60046.05653840243,24.561263224394917,14.210784681496815,14.242209990126216,24.56132983513863,2.0
12.383637059431805,-60043.80321199716,22.233851776870758,14.438312923828482,14.049153784278246,22.23459469230031,2.0
12.625410825502764,-60041.489485024686,24.912582284770053,14.490887443261288,13.469220113179784,24.91262739402996,2.0
13.740854065705495,-60041.57461809361,24.41812653899207,14.976764949950631,12.804420426215588,24.41823800955052,2.0
10.532333583247206,-60048.446190457165,23.96992142910757,13.532714447584441,13.782896922539045,23.96998986276872,2.0
10.686625187858896,-60041.89211069533,24.249718831395626,13.227746715637899,12.884812207224757,24.249748052179964,2.0
8.61854203920584,-60036.13192641784,21.43100416005652,11.627915130268164,12.5803265184843,21.43120543156088,2.0
13.310555379532376,-60035.205882269045,24.040059148343516,13.882325962766265,12.001288166484045,24.040125721239903,2.0
11.940221332146224,-60037.7432350719,23.053253301504256,13.387804768637828,12.845856975086068,23.053368545865577,2.0
10.580268643007571,-60043.84371171545,20.448844776064416,12.184610690589441,11.264813854210583,20.44925669959325,2.0
10.625299405337833,-60042.679017648035,21.301425120390505,12.301134147417656,11.08503366186283,21.301608133210987,2.0
10.080252257433864,-60039.720363848515,20.456641428415416,12.15039480027853,12.017737099901783,20.457135722074543,2.0
9.26196561628182,-60038.424758021276,19.51126606328544,11.146646986951303,10.503175023292322,19.5116567502784,2.0
9.132784634913552,-60038.76112801044,17.28994154756379,10.521791237984196,9.50711317829331,17.291793159602157,2.0
9.780653061406028,-60038.85666048559,16.29059697063047,10.626029738074028,9.0367503200441,16.29624365680747,2.0
8.036275254091011,-60039.723195359446,17.479886878884106,10.028442064742304,9.378696035056372,17.480849389424286,2.0
11.756060429902945,-60035.242734324835,22.38811132513321,12.766607569622668,11.263367964321969,22.38821648053976,2.0
12.725039866416214,-60033.90473109718,24.200040781026836,13.90347615240507,12.455316928578855,24.20009284609619,2.0
12.843119952885036,-60032.41306714691,22.076987948499205,12.884692560210596,10.843459174793441,22.077200644772837,2.0
9.149146213256575,-60034.422882770166,22.18071940370838,11.415031915236646,12.175823251571519,22.180787881239084,2.0
8.840313714382845,-60039.19083685625,18.022014676953823,9.375389778933389,8.03438126604056,18.0223392134079,2.0
7.026433923303756,-60037.74665557009,17.170463469655637,8.871394740094651,8.783835051795165,17.170979289399522,2.0
8.22662076088196,-60036.748567215465,17.48203226289769,10.538533618801576,9.944307998690302,17.483624084430765,2.0
9.835454223956113,-60036.9063555704,14.131626015530419,10.307491301649971,7.935198322570374,14.168434801243993,2.0
7.152131902315862,-60037.328914104415,13.77990789651325,8.734722958020683,7.326656177837965,13.789203322572913,2.0
6.927920440623687,-60043.33152149177,14.516319394562363,8.795783843376277,6.831106864651426,14.520554233984749,2.0
9.10260447579105,-60044.90272557565,18.02203415102706,11.379635690564946,9.359059660571141,18.02364338551693,2.0
11.230041747405442,-60052.0240799355,18.445739820377504,13.243853551881621,10.854141195110385,18.452462968773986,2.0
9.770154558364876,-60050.080348135634,16.546680746861757,11.860207302501145,9.569454182720404,16.557909721877756,2.0
9.12509939208834,-60049.941498821616,16.377869980086622,10.552476185779351,7.908914657984155,16.381732247067248,2.0
9.41040686655301,-60048.27954151842,20.702514411260232,12.108967734373792,12.046138942035602,20.702886124743213,2.0
10.323802781322522,-60046.03417784591,22.611714738461302,12.965287440636951,13.156283059735983,22.611862254139957,2.0
11.48895405131435,-60047.787691418074,24.21315097426467,13.62200919843557,13.132586881128393,24.21319449812152,2.0
12.602906525853479,-60041.75434911208,22.843703363039886,13.545887817574139,12.551114648780338,22.843864541901006,2.0
10.530355596407377,-60039.02618866279,22.744554730139576,12.892815792774421,13.062832854028526,22.74467475195966,2.0
11.36051412481645,-60047.59708150308,23.4643386810291,14.051630074158732,14.369238780912799,23.464538093171306,2.0
13.213025513202059,-60047.76886296971,22.93629807965928,14.264134626814503,12.440066875073128,22.936556848468225,2.0
12.256546743883451,-60046.056646710516,25.456954884491143,14.423743228807037,13.755345118604907,25.45698117059013,2.0
11.716636135981362,-60050.75652484313,23.589919921355506,14.027466659490614,13.117936369396142,23.590025528947404,2.0
11.920682884953711,-60047.766942782706,22.19951339887292,14.048460416883572,12.876726986249121,22.199925462686384,2.0
9.416117622793703,-60044.33620350605,17.073918502568826,13.27664584852938,14.828931749695874,17.195102997009847,2.0
9.207881008192295,-60046.85995198052,16.660296414066657,13.102732007610188,14.567419172472682,16.80216047845119,2.0
10.51833023644458,-60045.42430024843,20.718352799570745,13.342836825986856,13.563822278172406,20.719796645890817,2.0
12.648190869456197,-60045.91930685383,21.066822722439,13.897859156812151,12.045546656178363,21.067933753794875,2.0
14.912197993291104,-60041.13836606855,18.480017484309222,14.623510891546566,12.404841323807801,18.530385720003483,2.0
15.32119379685551,-60039.303138605435,19.27456295826378,15.076604528756265,12.92749855582693,19.30989925584695,2.0
12.1276419032674,-60042.65597427078,24.504703880002225,14.502975184852163,14.198259839570136,24.504786829288566,2.0
12.077683389300363,-60044.71958242216,24.425739398021342,14.528746498439984,14.159014164144953,24.425828829046434,2.0
12.0562591057,-60043.15234088293,25.048608553556416,14.698180612190415,14.540659579114472,25.04867012688138,2.0
9.897554811726907,-60042.32760459782,22.747743722855,13.732451756268569,15.648829677521913,22.74869343578498,2.0
9.897554811726907,-60042.32760459782,22.747743722855,13.732451756268569,15.648829677521913,22.74869343578498,2.0
12.110362634582993,-60039.139909411024,25.081961892113913,14.509384933705372,14.303744680384028,25.082010673842717,2.0
13.620756284858274,-60037.56449785363,24.702537086055464,14.779163369138171,13.478554709498985,24.70261483888492,2.0
10.600928572099345,-60031.00627141184,23.84909346828202,12.231821585865223,11.579205572909222,23.84910893176523,2.0
10.600928572099345,-60031.00627141184,23.84909346828202,12.231821585865223,11.579205572909222,23.84910893176523,2.0
13.1015615467444,-60031.71694580845,24.03192109686878,13.907788744355035,12.676441055200417,24.031990805954187,2.0
9.605538229661894,-60038.02457858679,22.277502534900478,13.357638722191096,15.577160070313349,22.2788689357097,2.0
12.801543738449396,-60040.37521866656,25.605471918812334,15.114660407213144,14.452949894423558,25.605516797465942,2.0
12.723637881349887,-60041.18528853098,25.12252850227954,15.077811025387827,14.362142380717591,25.122597261384666,2.0
12.723637881349887,-60041.18528853098,25.12252850227954,15.077811025387827,14.362142380717591,25.122597261384666,2.0
13.365078158784703,-60043.102645855906,23.376477063976083,15.076012993165051,13.33046481260444,23.37681365251368,2.0
10.452230723351033,-60041.37054461748,24.18682615012905,13.711809177558917,14.376394268791644,24.18691034006424,2.0
12.525794772305,-60041.13934518025,25.476293284901907,14.548170148228483,13.616970498209671,25.476320678237744,2.0
12.771865090620803,-60040.03127222174,25.377609586877153,14.503025161695433,13.591312439851299,25.377639480603136,2.0
10.638979223097767,-60040.286090856156,21.614568584821065,13.30923395720345,14.112530360063634,21.61538451909319,2.0
9.745938814973549,-60046.18442602514,18.819410668178378,12.907075736528439,13.953125141452562,18.82987814255792,2.0
10.082643404471101,-60043.52450922652,19.696745352770556,13.288701548529588,14.42834972976768,19.7035887784863,2.0
10.351681481757751,-60045.34210838583,20.84817086542145,13.444824222554239,13.330150457205658,20.849350220363696,2.0
12.146566226776974,-60044.0921135988,22.226949195583224,14.10378832923151,12.716316250298851,22.227361653728764,2.0
11.163166461846767,-60043.63071800211,20.37433811010243,13.05777883671858,11.46649114232807,20.37523738986553,2.0
16.220643082333744,-60034.56809012158,20.699278693712134,15.432043965196256,12.289688177454973,20.71586975932699,2.0
12.399874753043072,-60034.099160911006,24.716671126093786,14.994125272893857,15.06648117695655,24.71679992432535,2.0
12.498219262264453,-60029.961777145385,24.415857773745405,15.30873106170997,15.236972785338086,24.4160784894289,2.0
11.30150742761463,-60030.625838164226,14.296879846550608,14.471375308250192,15.431982760794865,15.97437951840223,4.0
9.565218584103484,-60030.56919833286,13.645648954476107,12.651869030036103,14.83163428330251,15.184875992421889,4.0
9.440305581376718,-60036.46982938649,14.300623976065832,12.40079459401263,14.80779745559762,15.336627620020451,4.0
8.992615660176288,-60039.716859367494,16.857400716495924,12.290029048655775,14.768067332375699,16.983626999985738,4.0
5.51721321461552,-60041.31435678334,9.790255154190337,10.015911595432005,14.714246152796473,14.730593636679737,4.0
2.144132514108616,-60044.30761496297,-2.5304732953351703,7.957313183143201,15.008834517103537,15.009702842285282,4.0
10.28720555280355,-60034.286949153015,17.113108037135014,13.495532138958996,15.438252077755351,17.308072778164178,4.0
8.6677634789438,-60038.546665187394,12.461878895854852,12.565333507894227,15.730470624539977,15.808472603796838,4.0
8.579787991926498,-60043.815137445796,13.214944286753267,12.580277613270924,15.806452115488552,15.915614155134183,4.0
6.394684827434926,-60044.247060886555,12.706891141948514,11.1107603743602,15.279062278780149,15.367060898490573,4.0
11.001237800883365,-60046.19536461612,21.217041994436812,13.981615192490336,15.043546723047978,21.219879092558486,4.0
5.565353116740658,-60050.69612526483,11.039737391166401,10.277375717477128,14.702553342206382,14.739598446074726,4.0
5.255041665285518,-60054.82598736753,10.618732957035071,9.906853925608635,14.327107738837752,14.363114971408875,4.0
9.548380588775979,-60050.40326761702,21.480690559959818,13.123821617624067,14.674290517385138,21.482037674696524,2.0
11.980582906676364,-60046.569872686276,24.289977508389313,14.236999691440852,14.257167288716524,24.290069005247073,2.0
9.057104865529672,-60045.80332193455,20.496963989894663,13.062083003740074,15.031680128498891,20.501784549370235,2.0
12.247023648189547,-60048.123257546344,24.276257338375903,14.449534353107364,13.567727824420519,24.2763396450328,2.0
10.573863271157276,-60046.88557650655,21.29688694969314,13.303923753278305,13.56831163778715,21.297686563888433,2.0
11.776423587530415,-60047.31754158404,18.663478341437337,13.356893056913037,12.539591196684817,18.671614824240013,2.0
9.438096413647115,-60041.64966070428,21.181141023224466,12.837062757782611,14.97520747491025,21.183401635618186,2.0
9.878866520719313,-60041.22306925028,22.857484782227402,13.233524151233432,14.626097180341485,22.857819327381726,2.0
9.9093548577065,-60044.823501452505,22.284352770141826,12.562839470095128,13.19571917369475,22.284529898766955,2.0
8.2287719944582,-60047.91936345443,14.984025841209217,11.100790929939176,12.577628043701685,15.090085568435319,2.0
7.956165119812351,-60046.73488719384,14.540052345584494,11.002738259126444,12.10270976587313,14.651474398807103,2.0
6.373412104822428,-60046.485696874195,10.577543170638428,10.447410285744827,13.015670583520958,13.168646667821855,4.0
4.098276930182378,-60047.41085941769,0.33584023789433104,7.859349856775541,12.255765946314998,12.268301701645163,4.0
5.504436437332727,-60043.5091290585,5.640793993999477,8.947425711878063,13.744452204608338,13.75323409619696,4.0
9.51480060153771,-60042.25354898937,3.633742570273789,12.00168704256808,13.091808883394272,13.402386448279165,4.0
7.215758236186062,-60045.393000307675,-0.21766248850903835,10.372990816267755,13.706205069654512,13.74272696117204,4.0
0.024008869811087408,-60042.64355322633,-21.974502231162212,4.389283775904744,13.17997449779303,13.180128562679487,4.0
5.293949824332605,-60038.33924150656,-20.122512571544426,9.682082828617133,14.918556212329817,14.92392682903552,4.0
4.690948824274367,-60038.48996572122,-20.834272249593596,9.57543633542902,15.059650617431027,15.06382508815747,4.0
-0.12372939177737052,-60038.425982221095,-30.959978617057985,4.977549740783326,14.592183808803867,14.592250957761879,4.0
0.9012825521652239,-60043.86228180969,-31.378504277289096,5.5701463957379165,14.307340631961837,14.307502628424594,4.0
0.5533595966139728,-60048.88816904152,-31.20526841815085,5.434120771145116,13.237722150569862,13.23813342721818,4.0
-1.5493064927188627,-60052.89927646083,-42.55918389974003,4.233659545529125,12.510286002988053,12.510541147822197,4.0
1.682155175713774,-60052.776828355665,-18.900140728524413,6.20855759935171,12.127253292790037,12.129967401571289,4.0
-6.12029764087708,-60048.09329945107,-47.73940734482668,-0.5425912881953963,12.851856692139357,12.851858221478807,4.0
-4.02241883455121,-60051.45002268368,-46.79029427073336,1.2184169672052931,12.164742904932506,12.164760620745273,4.0
-7.296173691045375,-60047.052078164554,-48.41400677756311,-1.5019464080780374,12.496175807677037,12.496176643305139,4.0
5.852373914426094,-60041.47691013325,-9.64639079867996,9.685486921962642,14.179681895084801,14.191032724293139,4.0
-8.936562198252552,-60050.46897953897,-65.76178707728363,-2.568280909464086,12.359951446786202,12.359951776013027,4.0
-3.4377252004975993,-60047.44882978409,-47.64546933325271,3.160226739616874,13.91401078627582,13.914032179581264,4.0
-12.186953460014422,-60055.49561749024,-73.60371478970552,-4.677064688951997,11.220707430413597,11.220707555129845,4.0
-11.2153159399307,-60046.866042357586,-71.51811238431344,-3.9085424582598094,12.173897253903178,12.173897357602629,4.0
-6.561156372561225,-60045.88956481633,-53.87610835680294,0.8792382634370988,13.217335190544425,13.21733957470563,4.0
-6.196335153210146,-60043.36172546126,-52.719424952004026,1.1571579964510619,13.544072671076187,13.544076846575479,4.0
-2.193583944216499,-60035.95049957999,-35.0920933314643,5.107553222225128,14.758364906284234,14.758429320941843,4.0
-9.948839804857297,-60040.3998804548,-65.71492014577524,-2.4440733813307673,12.374838570207743,12.374838937039753,4.0
-5.3786839331971095,-60041.8917825616,-43.332448471535464,1.6522589403632573,13.132481333565963,13.132491675084319,4.0
-5.289899022279641,-60047.66395082563,-43.52931015467755,1.7907240945693914,13.146442832078137,13.146454544229249,4.0
-3.2780210167298875,-60049.89016414119,-38.40172498364458,3.8625222273517608,13.440576338218431,13.440645622205505,4.0
-3.542664775332142,-60055.34833316303,-39.258757531799525,3.5587037437462,13.288037385656065,13.288096944855925,4.0
-3.7549936366273613,-60056.37823713674,-41.69010606413101,3.384373552658138,13.17007981019333,13.170136103131396,4.0
-3.4700911330072017,-60051.235766157566,-42.63896418594995,3.8461222827111268,13.449334173775874,13.44940172791538,4.0
-4.228018001448159,-60040.306785515444,-46.26094698576366,2.1279823390934425,12.775371004578757,12.775394808368059,4.0
-0.1721678646265552,-60053.84670682649,-24.010174037134774,6.507887884388417,13.56891124352106,13.569769851788056,4.0
-2.3649609191362337,-60054.5156996986,-32.843424632878865,4.290079769583052,13.275991512675176,13.27611682670742,4.0
-0.8466680067653876,-60042.716552169855,-30.933854946486775,5.770096346324085,14.866139447315897,14.866251699522998,4.0
2.571331124172044,-60041.43662708722,-22.381212432366,8.137549350256048,15.403415041394185,15.404116464834377,4.0
3.08107462978122,-60033.117977246926,-13.799949424387776,9.263894147610845,14.779858069792235,14.783880322121892,4.0
3.08107462978122,-60033.117977246926,-13.799949424387776,9.263894147610845,14.779858069792235,14.783880322121892,4.0
6.133329301306292,-60037.99184693474,0.8470715693600006,10.881720928992841,14.257503449391836,14.291411170827285,4.0
5.796340526766514,-60043.25039901583,-8.70658163057385,11.615562287056783,14.566278727319773,14.617406684684891,4.0
5.796340526766514,-60043.25039901583,-8.70658163057385,11.615562287056783,14.566278727319773,14.617406684684891,4.0
8.385742217580583,-60038.168732598155,12.616727573065717,13.35288869219904,15.076374913264972,15.311566042424548,4.0
9.102579589940039,-60029.55289655574,13.844352679933301,13.584678275658268,15.574162485171565,15.848478774915607,4.0
13.40674974780981,-60040.93348816076,16.53945321990202,15.375995195486706,14.022666584968773,16.901817590439503,3.0
11.73046550070437,-60051.67065790227,13.874993052873657,14.589197269221529,14.011110946474432,15.334886543514491,3.0
10.44529854956268,-60059.14630033782,11.182265906695573,13.412601118469766,12.745181396919218,13.926600645456405,3.0
12.863191068614011,-60059.36979157138,5.687510882460902,13.524253836069164,10.612464334180556,13.976014328777111,3.0
13.659161751360557,-60049.0486840707,11.963584273933517,14.826202034054326,12.647263178057894,15.219302675215973,3.0
14.45185752053999,-60043.62197000988,4.658303915821261,15.44304337271916,12.95491363000355,15.817514563394099,3.0
13.344644099388356,-60052.004467302744,0.40253759093262076,14.507316413457303,11.688041442670876,14.82380420533823,3.0
15.185282420967194,-60049.15970487408,-10.873568594426963,12.659752494195494,9.88569731495059,15.266871222949577,0.0
15.472191767302338,-60045.75786473328,-13.379500667801835,13.264395293924316,10.01817306896082,15.580347916941765,0.0
15.66275394806314,-60031.098686545774,3.2847642947070277,16.456227128027017,13.957516585210278,16.88440830216244,0.0
16.9594526831854,-60031.988717124055,-8.016059557992293,15.64819817227769,12.200686788161939,17.204794392737863,0.0
17.011769531548268,-60039.216110619665,-7.327640362243315,15.482421520805415,12.283348035836152,17.21513257780879,0.0
16.681207462954458,-60044.01790866297,-8.355843734960615,14.174310959283943,11.040956684492135,16.762854566820696,0.0
16.90391192734626,-60040.5595587454,-7.554318021085372,14.386934213866192,11.269489192053957,16.984824305040117,0.0
14.981065628557024,-60042.5604325145,-25.396632969942274,12.964253018928037,8.741007240533914,15.107723570871377,0.0
15.509108873278478,-60033.19770395405,-12.717858897011084,15.714943899166,13.106128863731264,16.350244294888423,0.0
14.863613750411682,-60046.501851963556,-25.800836038228645,13.070033001262368,11.189349878961522,15.039021016059307,0.0
15.074364599113544,-60042.421500880744,-25.933648201788053,13.251758520912151,11.403549933634157,15.245844069401754,0.0
17.408624769421046,-60037.52408719557,-40.96399255901141,11.529950261024315,8.343813197118253,17.411534688796166,0.0
17.26154910532108,-60042.88472590382,-41.24484847940541,11.209456383337134,8.068628819120752,17.26400078757694,0.0
16.315970535468,-60045.99818809502,-40.146379052589076,13.541518748817605,10.775038400899756,16.380171376505793,0.0
15.942673389732246,-60038.5268863496,-58.7535156749773,11.87335796510575,6.108771865254122,15.959670798318081,0.0
16.255274867168623,-60041.51655260777,-61.19639109621587,12.273294497970362,6.2488059638478095,16.273796064647037,0.0
16.958388123321093,-60033.417355472084,-59.46479425968018,11.283099459532103,6.002339888241179,16.96182932653386,0.0
13.304443273405198,-60042.917833645544,-118.00433696149275,-1.3918957500857303,-4.100549601503051,13.304443715457142,0.0
12.542780652154958,-60052.64305476974,-121.95180711092414,-1.8305458113561066,-4.850607287934107,12.54278125254771,0.0
15.466292635757569,-60037.08510117617,-81.8125091273624,6.11083373998137,1.7324196155674834,15.466380208962713,0.0
16.835179942855785,-60042.199638302875,-73.66811465425735,8.993231337659447,4.190841854487015,16.83557599287219,0.0
16.27595480133784,-60050.347712502946,-73.47656429739547,8.498593556774903,3.750032327679669,16.276377459958667,0.0
15.283385566694903,-60054.49012478519,-90.05907235305051,6.087934479121099,2.3528802422802393,15.283489484360548,0.0
13.739455844741741,-60052.27607728692,-122.893198914197,2.609221243960807,-1.5630789155165417,13.739470732922204,0.0
13.034265863026226,-60038.19023072476,-125.24724632299527,1.8376860889607904,-2.404462389444422,13.03427978123729,0.0
13.464489435509858,-60047.11303590066,-138.38628565832644,2.41588645895626,-2.712592294849653,13.464505439013251,0.0
10.378286739079309,-60065.50191724807,-159.3455093858235,-6.124846517160954,-9.381188329850936,10.378286809743427,0.0
10.886169878329376,-60059.97347894138,-157.65087862738608,-5.834598096519201,-8.864535498740256,10.88616993570878,0.0
11.416621675099663,-60050.25795187343,-142.0706982592946,-4.871869759368764,-1.7328768964400325,11.416623705890013,0.0
9.065691513168066,-60035.97138290338,-129.53461683313878,-4.937477270717736,0.9527433333128865,9.065991931130265,0.0
-2.7970186570573645,-60027.383030716475,-164.20548545756415,-9.853430781117552,-13.29356565382215,-2.796129555910491,0.0
-4.627608472270392,-60053.73146639562,-192.92504308269508,-14.826563393047458,-14.438557824010818,-4.627516419570188,0.0
10.384667250627096,-60042.839074273346,-114.96677325689967,4.041769643801196,7.259280697219756,10.42933382955625,0.0
9.346865600181232,-60055.48135892159,-136.54744950097293,0.4699170420541705,4.763417636230004,9.357171479775346,0.0
8.238703283983527,-60052.11012123813,-162.99071419531793,-5.3958165431140515,1.3745618327261173,8.239748514833048,0.0
10.781876121137671,-60047.386862507854,-169.66877615415643,-3.381537310356819,2.539890835792834,10.782140153329173,0.0
